git_url,Developers,Commits #,Closed Issues,Releases
git://github.com/openannotation/annotator.git,38,1709,455,33
git://github.com/railsbridge/docs.git,0,1382,176,0
git://github.com/oauthlib/oauthlib.git,140,1504,246,50
git://github.com/six2six/fixture-factory.git,29,285,38,7
git://github.com/danchoi/kindlefodder.git,11,226,3,1
git://github.com/iBurnApp/iBurn-iOS.git,9,860,59,4
git://github.com/spine/spine.git,77,0,0,0
git://github.com/winstonjs/winston-mongodb.git,30,0,0,0
git://github.com/alexbw/novocaine.git,21,0,0,0
git://github.com/rodjek/puppet-lint.git,75,0,0,0
git://github.com/HaxePunk/tiled.git,18,0,0,0
git://github.com/symkat/Daemon-Control.git,21,0,0,0
git://github.com/h5bp/ant-build-script.git,78,0,0,0
git://github.com/1602/jugglingdb.git,86,0,0,0
git://github.com/composer/satis.git,86,0,0,0
git://github.com/chewing/libchewing.git,50,0,0,0
git://github.com/totemstech/node-dynamodb.git,18,0,0,0
git://github.com/ReturnInfinity/BareMetal-OS-legacy.git,16,0,0,0
git://github.com/massiveinteractive/MassiveUnit.git,21,0,0,0
git://github.com/scholarslab/SolrSearch.git,13,0,0,0
git://github.com/sewpafly/post-thumbnail-editor.git,14,0,0,0
git://github.com/humanmade/WPThumb.git,15,0,0,0
git://github.com/iu-parfunc/HSBencher.git,15,0,0,0
git://github.com/pressflow/6.git,35,0,0,0
git://github.com/osdlyrics/osdlyrics.git,25,0,0,0
git://github.com/deraadt/Moodle-block_progress.git,8,0,0,0
git://github.com/Konard/LinksPlatform.git,9,0,0,0
git://github.com/ryanto/acts_as_votable.git,41,0,0,0
git://github.com/jamesotron/hamlbars.git,12,0,0,0
git://github.com/Automattic/_s.git,155,0,0,0
git://github.com/packetfu/packetfu.git,26,0,0,0
git://github.com/mbadolato/iTerm2-Color-Schemes.git,90,0,0,0
git://github.com/openyou/emokit.git,23,0,0,0
git://github.com/lkuza2/java-speech-api.git,18,0,0,0
git://github.com/ngrunwald/ring-middleware-format.git,25,0,0,0
git://github.com/rickynils/scalacheck.git,95,0,0,0
git://github.com/CloudBotIRC/CloudBotLegacy.git,35,0,0,0
git://github.com/melpa/melpa.git,1151,0,0,0
git://github.com/ioerror/tlsdate.git,34,0,0,0
git://github.com/chrisdew/protobuf.git,13,0,0,0
